Shipment_ID,Origin_Name,Origin_Lat,Origin_Lon,Destination_Name,Destination_Lat,Destination_Lon,Transport_Mode,Distance_KM,Base_Cost_USD,Transit_Days,Delay_Days,CO2_Emissions_Tons,Weather_Condition,Geopolitical_Risk,Port_Congestion_Index
GLOBAL-EXP-10141,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,10485.67,8519.64,35.1,0.0,0.5,Clear,Low,9.2
GLOBAL-EXP-10142,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,3876.93,10323.27,8.0,0.0,0.71,Minor Storm,Low,2.8
GLOBAL-EXP-10143,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,11444.22,28838.25,17.6,0.0,1.2,Minor Storm,Low,5.2
GLOBAL-EXP-10144,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Air Freight,6666.6,36949.46,3.6,0.0,7.04,Clear,Low,1.4
GLOBAL-EXP-10145,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,11134.47,28102.05,13.2,0.0,1.94,Clear,Low,4.1
GLOBAL-EXP-10146,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,3405.86,17117.67,1.5,0.0,3.12,Clear,Low,4.6
GLOBAL-EXP-10147,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,15143.05,31034.48,18.4,0.0,1.95,Clear,Low,2.1
GLOBAL-EXP-10148,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,10660.74,13819.97,36.4,10.4,0.56,Severe Typhoon,Low,4.1
GLOBAL-EXP-10149,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,11559.61,33992.19,15.1,0.0,1.17,Minor Storm,Low,2.5
GLOBAL-EXP-10150,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,4552.71,26440.69,2.0,0.0,4.99,Clear,Low,4.0
GLOBAL-EXP-10151,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,4586.76,9288.34,11.3,0.0,0.5,Clear,Low,5.9
GLOBAL-EXP-10152,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,3155.17,8013.66,5.7,0.0,0.59,Clear,Low,8.8
GLOBAL-EXP-10153,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,13765.6,18410.21,34.8,0.0,0.69,Minor Storm,Low,5.6
GLOBAL-EXP-10154,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,15974.77,93469.23,3.8,0.0,15.26,Minor Storm,Low,6.3
GLOBAL-EXP-10155,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,15375.97,43153.11,17.9,0.0,2.82,Clear,Low,6.4
GLOBAL-EXP-10156,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Air Freight,15670.16,82086.84,3.5,7.6,16.83,Heavy Snow,Low,5.6
GLOBAL-EXP-10157,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,6994.37,35661.27,3.6,0.0,6.31,Clear,Low,6.3
GLOBAL-EXP-10158,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Road Freight,5776.81,14993.97,7.5,6.7,1.09,Heavy Snow,Low,8.5
GLOBAL-EXP-10159,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,6040.44,24194.91,8.6,13.6,1.16,Clear,High (Suez Crisis),5.8
GLOBAL-EXP-10160,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,15892.34,43983.54,15.7,0.0,2.82,Minor Storm,Low,1.5
GLOBAL-EXP-10161,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,5595.22,15297.4,7.0,0.0,0.95,Clear,Low,6.3
GLOBAL-EXP-10162,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,2079.04,10489.65,6.3,22.8,0.42,Heavy Snow,High (Suez Crisis),5.4
GLOBAL-EXP-10163,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,4296.68,15991.23,8.5,0.0,0.74,Clear,Low,2.7
GLOBAL-EXP-10164,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Sea Freight,4834.4,6211.42,28.6,0.0,0.26,Clear,Medium,7.1
GLOBAL-EXP-10165,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Sea Freight,14296.31,12568.98,39.8,0.0,0.77,Minor Storm,Medium,6.4
GLOBAL-EXP-10166,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Air Freight,3705.49,20331.16,3.5,0.0,3.37,Clear,Low,9.8
GLOBAL-EXP-10167,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,6618.97,17486.28,10.1,0.0,1.32,Minor Storm,Low,9.3
GLOBAL-EXP-10168,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,8969.33,51365.14,2.4,0.0,9.05,Minor Storm,Medium,1.1
GLOBAL-EXP-10169,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,8086.72,25983.02,11.1,0.0,1.53,Minor Storm,Low,5.0
GLOBAL-EXP-10170,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,11911.85,30448.97,14.8,0.0,1.5,Minor Storm,Low,5.7
GLOBAL-EXP-10171,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Sea Freight,4383.87,5123.15,19.2,0.0,0.22,Minor Storm,Low,4.5
GLOBAL-EXP-10172,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,2291.72,14830.76,1.3,19.0,2.36,Minor Storm,High (Suez Crisis),3.2
GLOBAL-EXP-10173,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,5112.93,11246.4,11.5,0.0,0.59,Clear,Low,7.0
GLOBAL-EXP-10174,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,11765.34,40366.83,12.9,0.0,2.16,Clear,Low,2.1
GLOBAL-EXP-10175,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,4953.36,11661.87,12.3,11.3,0.52,Severe Typhoon,Medium,4.8
GLOBAL-EXP-10176,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,12130.42,71898.29,3.7,0.0,12.9,Clear,Low,9.0
GLOBAL-EXP-10177,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Sea Freight,7772.36,11146.53,31.3,0.0,0.39,Minor Storm,Low,3.3
GLOBAL-EXP-10178,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,12680.8,33276.9,15.1,0.0,2.35,Minor Storm,Low,6.3
GLOBAL-EXP-10179,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Rail Freight,10565.73,23393.95,13.6,5.6,1.13,Severe Typhoon,Low,6.7
GLOBAL-EXP-10180,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Sea Freight,17804.57,15944.13,42.7,0.0,0.87,Clear,Low,4.9
GLOBAL-EXP-10181,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Sea Freight,15099.31,18455.19,33.9,0.0,0.82,Clear,Low,8.0
GLOBAL-EXP-10182,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,7173.94,6877.37,24.3,8.2,0.33,Severe Typhoon,Low,1.6
GLOBAL-EXP-10183,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,11484.99,32343.56,13.8,0.0,1.31,Minor Storm,Low,2.7
GLOBAL-EXP-10184,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,13690.41,42505.53,13.6,0.0,2.61,Minor Storm,Low,9.6
GLOBAL-EXP-10185,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,8551.65,21440.92,14.8,0.0,0.86,Minor Storm,Low,3.7
GLOBAL-EXP-10186,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,8389.05,18312.46,15.6,8.3,1.07,Severe Typhoon,Low,8.6
GLOBAL-EXP-10187,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,15834.98,85710.46,4.0,0.0,14.76,Clear,Medium,1.6
GLOBAL-EXP-10188,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,3402.28,10629.92,10.0,0.0,0.37,Clear,Low,4.6
GLOBAL-EXP-10189,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,14580.42,47342.08,16.4,8.0,2.66,Severe Typhoon,Low,4.6
GLOBAL-EXP-10190,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Sea Freight,15888.91,21674.82,41.7,0.0,0.76,Clear,Medium,1.7
GLOBAL-EXP-10191,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,17317.17,92812.43,5.0,0.0,17.58,Clear,Low,5.3
GLOBAL-EXP-10192,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,14236.96,31460.92,17.0,0.0,1.59,Clear,Low,2.3
GLOBAL-EXP-10193,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,5720.82,14896.76,9.9,0.0,0.98,Clear,Low,6.3
GLOBAL-EXP-10194,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,12253.22,34074.37,14.7,0.0,2.38,Clear,Low,2.4
GLOBAL-EXP-10195,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Rail Freight,9753.63,28335.3,14.6,0.0,1.06,Clear,Low,4.9
GLOBAL-EXP-10196,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,3616.73,4645.74,15.5,0.0,0.18,Clear,Low,10.0
GLOBAL-EXP-10197,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,12491.58,37694.83,16.9,0.0,1.55,Clear,Low,4.6
GLOBAL-EXP-10198,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,15240.61,43898.09,19.0,0.0,1.53,Clear,Low,4.7
GLOBAL-EXP-10199,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Air Freight,12895.6,61699.53,3.8,0.0,12.44,Minor Storm,Low,8.5
GLOBAL-EXP-10200,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,9805.66,11606.97,30.5,18.4,0.49,Minor Storm,High (Suez Crisis),1.9
GLOBAL-EXP-10201,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Road Freight,12427.37,44165.53,14.8,7.1,2.53,Severe Typhoon,Low,9.6
GLOBAL-EXP-10202,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,13010.16,39926.66,13.9,0.0,2.64,Minor Storm,Low,1.3
GLOBAL-EXP-10203,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,8181.58,9123.18,23.6,0.0,0.44,Minor Storm,Low,5.1
GLOBAL-EXP-10204,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,12883.64,10682.74,27.4,0.0,0.67,Minor Storm,Low,1.6
GLOBAL-EXP-10205,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,8201.52,25429.08,12.8,0.0,1.71,Clear,Low,9.5
GLOBAL-EXP-10206,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,12564.84,36654.75,14.7,0.0,1.26,Clear,Low,1.7
GLOBAL-EXP-10207,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,17615.85,49338.84,16.8,0.0,1.9,Minor Storm,Low,3.3
GLOBAL-EXP-10208,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,17495.82,23778.57,36.3,0.0,0.96,Clear,Low,6.4
GLOBAL-EXP-10209,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,4506.21,9248.93,8.6,0.0,0.53,Clear,Low,1.9
GLOBAL-EXP-10210,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,17089.21,83071.33,3.4,0.0,16.06,Clear,Low,9.0
GLOBAL-EXP-10211,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,16068.3,37119.66,18.4,0.0,1.91,Minor Storm,Low,3.0
GLOBAL-EXP-10212,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Air Freight,12498.59,59570.07,3.7,0.0,13.71,Minor Storm,Medium,9.4
GLOBAL-EXP-10213,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Air Freight,3469.93,20638.11,2.4,0.0,3.23,Clear,Low,4.1
GLOBAL-EXP-10214,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,6760.78,8082.61,28.8,0.0,0.36,Clear,Low,6.7
GLOBAL-EXP-10215,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,14988.04,43316.24,19.4,0.0,1.62,Clear,Low,2.7
GLOBAL-EXP-10216,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Air Freight,13729.14,74466.56,3.1,0.0,13.33,Clear,Low,8.1
GLOBAL-EXP-10217,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,15322.89,69206.55,4.4,0.0,16.12,Minor Storm,Medium,7.1
GLOBAL-EXP-10218,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,17941.35,43812.26,19.2,0.0,2.18,Clear,Medium,9.0
GLOBAL-EXP-10219,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,4853.96,3981.95,18.6,0.0,0.23,Minor Storm,Low,4.5
GLOBAL-EXP-10220,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,3037.66,8189.47,9.8,0.0,0.35,Clear,Low,6.4
GLOBAL-EXP-10221,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,7153.73,39021.7,2.2,0.0,7.43,Minor Storm,Low,7.7
GLOBAL-EXP-10222,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Sea Freight,9043.18,8167.96,26.2,0.0,0.45,Minor Storm,Low,1.8
GLOBAL-EXP-10223,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,13737.85,32412.16,15.0,0.0,1.64,Minor Storm,Medium,5.5
GLOBAL-EXP-10224,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,8141.33,21869.61,13.4,0.0,0.86,Clear,Medium,4.3
GLOBAL-EXP-10225,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,11383.67,14666.37,38.2,0.0,0.6,Minor Storm,Low,1.5
GLOBAL-EXP-10226,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,4977.62,28392.19,2.5,5.1,4.96,Severe Typhoon,Medium,1.7
GLOBAL-EXP-10227,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,2112.47,9687.61,1.7,7.2,1.96,Severe Typhoon,Medium,9.3
GLOBAL-EXP-10228,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,6514.99,6405.5,21.8,0.0,0.35,Clear,Low,3.2
GLOBAL-EXP-10229,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,6290.22,29781.52,3.5,0.0,5.72,Clear,Medium,6.6
GLOBAL-EXP-10230,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Sea Freight,7557.49,10806.33,19.8,0.0,0.39,Clear,Low,9.7
GLOBAL-EXP-10231,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Rail Freight,14603.41,40149.3,17.2,0.0,1.89,Clear,Medium,2.3
GLOBAL-EXP-10232,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,17552.09,21518.31,37.2,0.0,0.81,Clear,Low,2.4
GLOBAL-EXP-10233,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,10721.69,64016.79,2.8,0.0,10.52,Clear,Low,5.9
GLOBAL-EXP-10234,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Sea Freight,9332.81,10632.75,24.2,0.0,0.51,Clear,Low,8.6
GLOBAL-EXP-10235,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,13988.54,69045.77,4.3,6.8,12.9,Severe Typhoon,Low,9.8
GLOBAL-EXP-10236,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,4635.3,4779.69,27.1,0.0,0.23,Clear,Low,2.8
GLOBAL-EXP-10237,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,17146.21,91565.43,4.6,0.0,17.35,Clear,Low,6.0
GLOBAL-EXP-10238,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Rail Freight,9965.0,21191.25,14.9,7.0,1.24,Severe Typhoon,Low,8.0
GLOBAL-EXP-10239,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,7706.74,26855.87,9.5,0.0,1.38,Clear,Low,6.8
GLOBAL-EXP-10240,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Air Freight,13134.39,74733.24,3.3,0.0,14.07,Clear,Low,9.2
GLOBAL-EXP-10241,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,2534.14,7533.49,7.0,0.0,0.51,Clear,Low,3.8
GLOBAL-EXP-10242,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,14857.66,105460.3,4.8,19.8,14.61,Clear,High (Suez Crisis),7.0
GLOBAL-EXP-10243,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,12498.14,45028.88,15.2,22.5,2.11,Heavy Snow,Extreme (Chokepoint Blocked),2.9
GLOBAL-EXP-10244,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Rail Freight,15105.02,40012.47,18.6,0.0,1.65,Clear,Medium,5.2
GLOBAL-EXP-10245,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Road Freight,15108.08,55050.35,16.7,0.0,2.66,Clear,Low,2.0
GLOBAL-EXP-10246,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Sea Freight,7567.06,8439.13,30.7,0.0,0.39,Clear,Low,6.6
GLOBAL-EXP-10247,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Sea Freight,6063.6,4982.95,28.7,0.0,0.28,Minor Storm,Medium,3.8
GLOBAL-EXP-10248,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,5634.87,16929.69,10.2,0.0,0.67,Clear,Medium,7.2
GLOBAL-EXP-10249,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,14210.48,72650.53,4.3,0.0,15.36,Clear,Low,3.1
GLOBAL-EXP-10250,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,16515.12,55688.19,18.0,0.0,2.81,Minor Storm,Low,5.0
GLOBAL-EXP-10251,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Road Freight,8604.18,30485.12,11.1,0.0,1.43,Clear,Low,4.8
GLOBAL-EXP-10252,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,6675.49,39159.47,3.3,0.0,7.08,Clear,Medium,1.2
GLOBAL-EXP-10253,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Rail Freight,10522.81,29065.14,14.3,0.0,1.12,Clear,Low,2.1
GLOBAL-EXP-10254,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,9500.29,9603.7,30.9,0.0,0.46,Clear,Low,3.7
GLOBAL-EXP-10255,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,16036.19,46978.5,16.7,0.0,3.36,Clear,Medium,6.6
GLOBAL-EXP-10256,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Air Freight,11324.91,67871.95,4.1,0.0,11.37,Minor Storm,Low,1.6
GLOBAL-EXP-10257,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,10403.84,21215.24,16.3,0.0,1.06,Clear,Medium,9.6
GLOBAL-EXP-10258,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,8953.54,26221.82,14.0,0.0,1.14,Clear,Low,5.0
GLOBAL-EXP-10259,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,12233.69,34397.61,13.8,0.0,1.31,Clear,Medium,8.1
GLOBAL-EXP-10260,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,13897.5,43890.34,16.1,6.0,2.34,Heavy Snow,Low,4.3
GLOBAL-EXP-10261,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Air Freight,9514.27,49242.98,3.1,7.8,9.75,Severe Typhoon,Low,5.0
GLOBAL-EXP-10262,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Sea Freight,2122.62,2023.6,13.2,0.0,0.1,Clear,Low,4.0
GLOBAL-EXP-10263,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Sea Freight,2710.2,2695.23,25.6,0.0,0.13,Clear,Low,8.4
GLOBAL-EXP-10264,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,9896.75,28133.58,16.6,0.0,1.03,Clear,Medium,3.5
GLOBAL-EXP-10265,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Road Freight,12735.09,48751.12,15.3,17.2,2.27,Minor Storm,High (Suez Crisis),9.6
GLOBAL-EXP-10266,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,6121.72,5152.45,26.7,0.0,0.32,Minor Storm,Low,2.0
GLOBAL-EXP-10267,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Rail Freight,11541.14,30693.68,17.2,0.0,1.29,Minor Storm,Low,3.9
GLOBAL-EXP-10268,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,7790.72,41995.81,2.0,0.0,8.0,Minor Storm,Low,9.2
GLOBAL-EXP-10269,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,13855.7,44185.67,16.9,0.0,2.9,Clear,Low,8.4
GLOBAL-EXP-10270,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,11235.2,28726.84,11.9,0.0,2.14,Clear,Low,4.1
GLOBAL-EXP-10271,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Sea Freight,15629.46,16922.46,30.7,0.0,0.79,Clear,Low,8.8
GLOBAL-EXP-10272,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Road Freight,15721.0,58036.04,16.8,0.0,2.82,Minor Storm,Medium,6.2
GLOBAL-EXP-10273,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,10413.0,12060.1,25.5,0.0,0.54,Clear,Low,1.4
GLOBAL-EXP-10274,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Rail Freight,12333.16,34092.34,14.9,0.0,1.26,Clear,Low,4.7
GLOBAL-EXP-10275,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Air Freight,15467.57,83066.01,4.1,0.0,14.25,Minor Storm,Low,2.5
GLOBAL-EXP-10276,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Air Freight,17424.28,88451.04,3.3,0.0,15.79,Clear,Low,4.5
GLOBAL-EXP-10277,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,9805.62,46038.08,3.9,0.0,9.55,Clear,Low,4.4
GLOBAL-EXP-10278,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,17744.21,87525.24,5.1,0.0,17.35,Minor Storm,Medium,4.5
GLOBAL-EXP-10279,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,10516.12,28591.63,11.8,6.8,2.13,Heavy Snow,Low,8.4
GLOBAL-EXP-10280,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,6323.96,37625.22,2.9,0.0,6.13,Clear,Low,6.2
GLOBAL-EXP-10281,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,5316.94,15625.79,12.2,0.0,0.58,Clear,Medium,3.9
GLOBAL-EXP-10282,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Rail Freight,2631.35,6764.3,9.5,0.0,0.28,Clear,Low,9.7
GLOBAL-EXP-10283,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Rail Freight,2607.71,7549.39,9.5,0.0,0.27,Clear,Low,7.1
GLOBAL-EXP-10284,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Air Freight,9402.81,56148.7,3.1,8.7,10.09,Severe Typhoon,Low,4.4
